Object ID;Bike route name;Street name;Bikeway type;Subtype;Status;Street segment type;Overall direction;Bikeway direction;Vehicle direction;Speed limit;Surface type;AAA Network;AAA segment;W/N bound type;E/S bound type;Snow removal;Segment length;Year of construction;Construction note;Upgrade year;Notes;Geom;geo_point_2d
2956;Dumfries;Dumfries;Local Street;;Active;Residential;NS;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;150.8264252;2012;;;;[-123.07355614310582,49.24299250958689] [-123.07355615131043,49.242992483495485] [-123.07359836652496,49.241636072749195];49.2423142917912,-123.07357725849218
2957;SW Marine;SW Marine Drive;Painted Lanes;PBT;Active;Arterial;EW;2W;2W;50;Paved;NO;NO;Painted Lanes;Painted Lanes;Yes;234.8316193;1997;upgrade to wide paint;2017;;[-123.16371028546791,49.22396688763705] [-123.16404861092362,49.22422916222661] [-123.16503502032499,49.224761146130454] [-123.16551073464551,49.22501769874492] [-123.16551234861603,49.225018591461755] [-123.16554319934508,49.22503510304837] [-123.16554324336857,49.22503512547345] [-123.16557451199719,49.22505133601078] [-123.16559610187707,49.22506206430507] [-123.16560627504711,49.225067129349824] [-123.1656384367116,49.22508260457554] [-123.16563849035789,49.22508262968537] [-123.16567100221629,49.22509768162217] [-123.1656710366021,49.22509769686479] [-123.16570394284297,49.22511239741117] [-123.16573728326108,49.22512673661488] [-123.16577101383844,49.22514069384965] [-123.16577107022259,49.22514071625692] [-123.16580509743288,49.22515425117786] [-123.1658395505757,49.22516742386746] [-123.16587432655915,49.22518020838712] [-123.165874374688,49.22518022630852] [-123.165909466503,49.22519258039017] [-123.16590951462587,49.22519259651254] [-123.16594489229809,49.22520459216111] [-123.16598039449852,49.22521603800895] [-123.16598069972275,49.225216136518355] [-123.16601676831549,49.225227332372214] [-123.16605315676993,49.22523807169485] [-123.1662066986851,49.225280284263135];49.22468622102539,-123.16492614142217
2958;SW Marine;SW Marine Drive;Painted Lanes;PBT;Active;Arterial;EW;2W;2W;50;Paved;NO;NO;Painted Lanes;Painted Lanes;Yes;228.3455841;1997;upgrade to wide paint;2017;;[-123.15879162006992,49.22186006255997] [-123.15879214888349,49.221860519692505] [-123.15880501735612,49.22187185313852] [-123.15880504214755,49.22187187559265] [-123.15881930971562,49.221883969912874] [-123.15883385285971,49.22189591902847] [-123.15884872500018,49.22190767968861] [-123.15886393577904,49.22191926087511] [-123.15887863448388,49.22193003588785] [-123.158879449404,49.22193063565131] [-123.15887948519342,49.22193066168837] [-123.15889524962044,49.22194187420252] [-123.15891135959286,49.22195291982659] [-123.15892772578556,49.22196377979324] [-123.1589443976432,49.22197445583337] [-123.15896130653526,49.221984958835634] [-123.1589785482784,49.22199519061956] [-123.15897859368391,49.22199521754288] [-123.1589960931533,49.222005305045116] [-123.15899613442741,49.22200532837603] [-123.15901385016424,49.22201519069602] [-123.15903188531905,49.22202487536663] [-123.15905012703276,49.222034305183776] [-123.15905018481833,49.22203433838672] [-123.1590687295569,49.2220436175626] [-123.15908744803345,49.22205268510729] [-123.15910651032091,49.22206147332189] [-123.15912577393055,49.222070086747706] [-123.15914524423125,49.222078486697555] [-123.15914528548817,49.22207850463126] [-123.15933816163768,49.22215971883316] [-123.15967654860292,49.22230206863499] [-123.1597334775078,49.22232618001748] [-123.1598581749935,49.22236756118487] [-123.15998878405716,49.22240019512201] [-123.15998883627792,49.22240020584401] [-123.16012389566333,49.22242367177863] [-123.16018437068561,49.22242989002252] [-123.16019294442621,49.22243077136368] [-123.16026198359268,49.222437870021224] [-123.16040162112272,49.222442437406514] [-123.16054123744472,49.22243748225618] [-123.16063496928687,49.22242772880773] [-123.1606418366384,49.222426689299034] [-123.16064696759308,49.222425913067646] [-123.16066972037441,49.222422828427376] [-123.1606697615563,49.22242282297293] [-123.16067518399974,49.22242215337864] [-123.16069269784887,49.22242000433296] [-123.16070291426996,49.22241882433305] [-123.16071556467736,49.222417363891495] [-123.16073068695529,49.22241587122426] [-123.160738646884,49.22241507576051] [-123.16075029197513,49.22241402509942] [-123.16076174074027,49.22241299270093] [-123.16076977816009,49.22241237793219] [-123.16078484803421,49.22241124244315] [-123.16080804931306,49.22240967735255] [-123.16081564927816,49.22240925838701] [-123.16083126388149,49.22240839918797] [-123.16085447924868,49.222407367488145] [-123.1608662379039,49.22240703448003] [-123.160877805683,49.22240670623419] [-123.16090101871283,49.22240622413946] [-123.16092434657426,49.222406002743] [-123.16094766436917,49.22240606470696] [-123.16097094731988,49.22240639207535] [-123.16097100225534,49.22240639289834] [-123.16099422290763,49.22240698930751] [-123.16101743621198,49.22240786007812] [-123.16104076711397,49.222408996940175] [-123.16106387367061,49.22241040396856] [-123.16107730085076,49.222411320754574] [-123.16111019900691,49.222413941974445] [-123.16114359510298,49.222417229939595] [-123.1611561927362,49.22241854906283] [-123.16117094519458,49.222420316740944] [-123.1611791828108,49.22242129742591] [-123.16118637104297,49.22242222650242] [-123.16120207327096,49.22242424112085] [-123.16121232718733,49.22242572542354] [-123.16122484539967,49.22242753669158] [-123.16124750550502,49.222431012319696] [-123.16127005935559,49.22243475255272] [-123.16129248777806,49.222438773609] [-123.1613149239315,49.22244305911117] [-123.16133714370544,49.222447529314294] [-123.16135923141411,49.22245235051329] [-123.16138127983109,49.22245733457737] [-123.16138133206977,49.2224573506959] [-123.16140308894184,49.22246263200716] [-123.1614248494266,49.22246817777029] [-123.16144638390529,49.222473903750654] [-123.16144643201527,49.22247391717633] [-123.16146780665332,49.22247989884188] [-123.1614891163007,49.22248616394542] [-123.16151018101233,49.2224927001452] [-123.16153105954194,49.222499415607444] [-123.16155180574819,49.222506402008676] [-123.16157231387419,49.2225136558988] [-123.16159262212673,49.22252110166419] [-123.16161275538988,49.22252878964369] [-123.16161279661871,49.22252879858128];49.22231411923356,-123.1601670444514
2959;SW Marine;SW Marine Drive;Painted Lanes;PBT;Active;Arterial;EW;2W;2W;50;Paved;NO;NO;Painted Lanes;Painted Lanes;Yes;307.5046137;1997;upgrade to wide paint;2017;;[-123.154664772405,49.21539118387385] [-123.15699126405,49.217699545058835];49.21654536446634,-123.15582801822751
2960;SW Marine;SW Marine Drive;Painted Lanes;PBT;Active;Arterial;EW;2W;2W;50;Paved;NO;NO;Painted Lanes;Painted Lanes;Yes;65.17941869;1997;upgrade to wide paint;2017;;[-123.15391232530604,49.21464756826748] [-123.15440555789533,49.21513680220554];49.21489218523651,-123.15415894160068
2961;SW Marine;SW Marine Drive;Painted Lanes;PBT;Active;Arterial;EW;2W;2W;50;Paved;NO;NO;Painted Lanes;Painted Lanes;Yes;84.54039637;1997;upgrade to wide paint;2017;;[-123.16161279661871,49.22252879858128] [-123.16259717962085,49.222931943596684] [-123.16259720854929,49.2229319705418];49.222730378580586,-123.16210500641179
2962;Balaclava;Balaclava;Local Street;;Active;Residential;NS;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;110.7548729;2008;2008-based on RTS # 6468;;;[-123.17594501456269,49.2264069651598] [-123.1759724576422,49.22541086014195];49.22590891265088,-123.17595873610244
2963;Balaclava;Balaclava;Local Street;;Active;Residential;NS;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;64.81381214;2008;2008-based on RTS # 6468;;;[-123.17587092357216,49.22906812144755] [-123.17588723178795,49.22848520348462];49.22877666246608,-123.17587907768005
2964;Balaclava;Balaclava;Local Street;;Active;Residential;NS;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;110.7552074;2008;2008-based on RTS # 6468;;;[-123.17591747979147,49.22740307193689] [-123.17594501456269,49.2264069651598];49.22690501854835,-123.17593124717708
2965;Balaclava;Balaclava;Local Street;;Active;Residential;NS;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;106.5973946;2008;2008-based on RTS # 6468;;;[-123.17608282850433,49.22143435950313] [-123.17610949421632,49.22047564814267];49.220955003822894,-123.17609616136033
2966;Sunrise;Slocan;Shared Lanes;;Active;Sec Arterial;NS;2W;2W;50;Paved;NO;NO;Shared Lanes;Shared Lanes;Yes;43.1444384;1998;year const- unknown source;;;[-123.04963861942129,49.2462689415002] [-123.04963993826506,49.24588088574098] [-123.04963994784588,49.24588084885643];49.24607489456648,-123.04963927890839
2967;Sunrise;Slocan;Shared Lanes;;Active;Sec Arterial;NS;2W;2W;50;Paved;NO;NO;Shared Lanes;Shared Lanes;Yes;64.79178524;1998;year const- unknown source;;;[-123.04962676392503,49.24851648026372] [-123.04963156460474,49.24793367196428];49.248225076114,-123.0496291642649
2968;Sunrise;Earles;Local Street;;Active;Residential;NS;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;38.85790787;1998;year const date-unknown source;;;[-123.04878691617691,49.23218365251784] [-123.04879016515517,49.23203067336724] [-123.04879383137289,49.23183414531367];49.232008901130925,-123.04879048483107
2969;Sunrise;Earles;Local Street;;Active;Residential;NS;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;21.38467324;1998;year const date-unknown source;;;[-123.04877759008167,49.232634864643906] [-123.04878139100339,49.23244252024666];49.23253869244528,-123.04877949054251
2970;Sunrise;Earles;Local Street;;Active;Residential;NS;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;20.93154828;1998;year const date-unknown source;;;[-123.04880573561422,49.231165673243325] [-123.04880763107832,49.230977392757865];49.2310715330006,-123.04880668334627
2971;Sunrise;Vivian St;Local Street;;Active;Residential;NS;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;50.30479852;1998;year const- unknown source;;;[-123.05010494979307,49.228904886071035] [-123.05012858754866,49.228452646372105];49.22867876622158,-123.05011676867086
2972;Off-Broadway;W 8th Ave;Local Street;;Active;Residential;EW;2W;2W;30;Paved;NO;NO;Local Street;Local Street;Yes;223.7226266;1994;year const- Peter Stary;;;[-123.21207552785903,49.26562644881131] [-123.21207552766629,49.265626403835626] [-123.21498082134929,49.265670620761924] [-123.21498087771589,49.265670623355604] [-123.21514807386703,49.265682514145475] [-123.21514878471153,49.26568256409453];49.265650050094564,-123.21361232492822
2973;Ridgeway;Discovery;Local Street;;Active;Residential;NS;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;48.1725005;2013;;;;[-123.20297660472058,49.265052390967234] [-123.20299156909249,49.264619181445894];49.26483578620656,-123.20298408690653
2974;Ridgeway;Discovery;Local Street;;Active;Residential;NS;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;50.2044477;2013;;;;[-123.20305427618734,49.26281100759302] [-123.20307008516149,49.26235952802784];49.26258526781042,-123.20306218067441
2975;Ridgeway;Discovery;Local Street;;Active;Residential;NS;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;50.22221869;2013;;;;[-123.20307008516149,49.26235952802784] [-123.20308630555407,49.261907894783114];49.262133711405475,-123.20307819535778
2976;Off-Broadway;W 8th Ave;Local Street;;Active;Residential;EW;2W;2W;30;Paved;NO;NO;Local Street;Local Street;Yes;63.50213497;1994;year const- Peter Stary;;;[-123.18093826487174,49.265154030366766] [-123.1818107524239,49.265168822444146] [-123.18181081016272,49.26516882505185];49.26516142689539,-123.1813745375425
2977;Off-Broadway;W 8th Ave;Local Street;;Active;Residential;EW;2W;2W;30;Paved;NO;NO;Local Street;Local Street;Yes;140.7591876;1994;year const- Peter Stary;;;[-123.17394446670944,49.265046278038916] [-123.17587866197272,49.26507503289052] [-123.1758787004842,49.26507504002808];49.265060655755896,-123.17491158392257
2978;Seaside;Point Grey Rd;Protected Bike Lanes;OSB;Active;Off-street;EW;2W;Off Street;;Paved;YES;YES;Protected Bike Lanes;Protected Bike Lanes;Yes;52.28682807;2014;section blocked to vehicles;;;[-123.16991403385505,49.27106755810129] [-123.1691954403973,49.27105715090797];49.27106235450463,-123.16955473712618
2979;Seaside;Point Grey Rd;Protected Bike Lanes;R;Active;Residential;EW;BD;2W;30;Paved;YES;YES;Protected Bike Lanes;Protected Bike Lanes;Yes;138.6978908;2014;width per 3700blk P. Grey;;;[-123.18556632004949,49.272268219966314] [-123.18747239664329,49.272299594695035];49.27228390733067,-123.18651935834639
2980;Seaside;Point Grey Rd;Protected Bike Lanes;SL;Active;Residential;EW;BD;2W;30;Paved;YES;YES;Protected Bike Lanes;Protected Bike Lanes;Yes;72.33554053;2014;width per 3700blk P. Grey;;;[-123.1894422200758,49.27160920272979] [-123.19037160981209,49.271377909053776] [-123.19037164963945,49.271377899093416];49.271493550934515,-123.18990693486333
2981;Sunrise;Elliott;Local Street;;Active;Collector;NS;2W;2W;50;Paved;NO;NO;Local Street;Local Street;No;45.75009518;1998;year const- unknown source;;;[-123.05667585859675,49.20797846878869] [-123.05668576315061,49.207963131454136] [-123.05670092642113,49.207938578559826] [-123.05671547579566,49.207913862250564] [-123.05671549086996,49.20791383795585] [-123.05672938384643,49.20788900862635] [-123.05674257087313,49.20786395475957] [-123.05674259416122,49.207863909771675] [-123.0567551386001,49.207838812142086] [-123.05676698390722,49.20781344769448] [-123.05677816735403,49.207787992718416] [-123.05678867381987,49.20776243013047] [-123.05679849776769,49.20773671945481] [-123.05680763788223,49.2077109101663] [-123.0568160955426,49.20768500676206] [-123.05682386116106,49.20765902813711] [-123.05682386936451,49.20765899844859] [-123.05683097860374,49.207632914901026] [-123.05683490300024,49.20761668726242] [-123.05683728742895,49.207606830847226] [-123.05684246344342,49.2075830069678] [-123.05684246615932,49.20758298088009];49.20778592557814,-123.05677161715256
2982;Beatty;Beatty;Protected Bike Lanes;SL;Active;Arterial;NS;2W;2W;50;Paved;YES;YES;Protected Bike Lanes;Protected Bike Lanes;Yes;15.41287858;2005;painted to protected  2016;2016;;[-123.11252692390802,49.27854418980288] [-123.112674957808,49.27844498699401];49.278494588398445,-123.11260094085802
2983;Seabreeze;Granville;Local Street;;Active;Residential;EW;2W;2W;50;Paved;NO;NO;Local Street;Local Street;No;18.45141142;2011;Date unsure,was constructed between 2002 and 2013;;;[-123.13086142056439,49.27410779367527] [-123.13103637010285,49.273991946936036] [-123.13103970900488,49.273989732131575];49.274048764225086,-123.13095056566058
2984;Seabreeze;Granville;Local Street;;Active;Residential;EW;2W;2W;50;Paved;NO;NO;Local Street;Local Street;No;67.16444987;2011;Date unsure,was constructed between 2002 and 2013;;;[-123.13103970900488,49.273989732131575] [-123.13168863654388,49.27355998401604] [-123.13168866398588,49.273559964195336];49.27377484872832,-123.13136418688619
2985;Quebec;Quebec;Painted Lanes;NB;Active;Sec Arterial;NS;OW;2W;50;Paved;NO;NO;Painted Lanes;Painted Lanes;Yes;42.83334594;2009;s part- not painted,W - protected other route;;;[-123.10198412360245,49.27533761791259] [-123.10192138366106,49.27495456642544] [-123.1019213766871,49.27495451785758];49.2751460679586,-123.10195274966641
2986;Rupert;Rupert;Painted Lanes;PBP;Active;Sec Arterial;NS;2W;2W;50;Paved;NO;NO;Painted Lanes;Painted Lanes;Yes;91.95847453;2009;;;;[-123.03383633540474,49.24536984520085] [-123.03385971810278,49.24476205564589] [-123.0339805517545,49.244557623274446];49.24495191593878,-123.03386827446758
2987;BC Parkway;Penticton;Local Street;;Active;Residential;EW;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;45.99723707;1986;;;;[-123.05204393244048,49.24586425795368] [-123.05204429997724,49.2454505022869];49.24565738012029,-123.05204411620885
2988;BC Parkway;Penticton;Local Street;;Active;Residential;EW;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;46.03720013;1986;;;;[-123.05204363406041,49.24503651587841] [-123.05204362265509,49.2450308929632] [-123.05204320159102,49.24462240070309];49.24482945829498,-123.05204341505913
2989;BC Parkway;Lakewood;Local Street;;Active;Residential;NS;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;50.30553954;1986;;;;[-123.0620863275294,49.25905073478534] [-123.0620909647549,49.25881208122858] [-123.06209514933228,49.25859826278677];49.25882449863226,-123.06209073054391
2990;BC Parkway;Gladstone;Local Street;;Active;Residential;NS;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;53.16943617;1986;;;;[-123.05902810151179,49.25220534051458] [-123.059044176887,49.252180514482056] [-123.05904419471224,49.25218048209013] [-123.05931310757136,49.25176495935932];49.251985151224936,-123.05917060645424
2991;Cypress;East Blvd;Local Street;;Active;Residential;NS;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;26.60702884;1996;parallel to arbutus greenway;;;[-123.14834742422592,49.21671164675648] [-123.14834858038375,49.216680890404156] [-123.14823431430948,49.216486241572866] [-123.14823429638858,49.216486218208104];49.21659707736846,-123.14829822650013
2992;Cypress;SW Marine Drive;Shared Lanes;;Active;Sec Arterial;NS;2W;2W;30;Paved;NO;NO;Shared Lanes;Shared Lanes;No;48.41319945;1996;year const- Peter Stary;;;[-123.14224761053173,49.206662645730496] [-123.14223198796043,49.207098015731994];49.206880330731245,-123.14223979924608
2993;Prince Edward;Prince Edward;Local Street;;Active;Residential;NS;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;40.51298623;2012;;;;[-123.09698561194907,49.238876058020736] [-123.09700053208638,49.23851176507411];49.23869391154742,-123.09699307201774
